EntryID,cluster_id
Q57ZJ3,unique
Q8ILV1,Q4WHW6
B0BN02,unique
Q38EN1,unique
A0A2R8Q5Y7,unique
H7C128,Q9H0E9
A8MS53,unique
A0A0B4K6R8,A0A0B4K823
Q99N72,unique
B3DLK0,A0A8I6GEX8
H7BRM4,Q12791
A0A8I5ZTA7,P35951
B9WEI9,unique
F6PF49,unique
Q8JGR5,Q5A034
A0A8I6ALL7,A0A8I6A5F2
Q5XJR1,Q9DCV3
Q86LG3,unique
Q9LUB2,unique
Q6NZ12,A4IG25
E1C2F2,unique
Q9XGV6,unique
Q9VTD3,unique
Q2F6N1,unique
E0SDC9,unique
A0A1B4Z255,unique
Q5M7Y2,A0A2R8Y8E0
B9EGA3,E7EYW7
Q309C9,unique
A0A0J9YJ68,unique
Q6H8Q2,Q6FGW4
D2X2F9,D2X2F9
Q6NW71,unique
F4JWA1,unique
W8CEW1,unique
A0A087WUY2,P49796
F1QB98,unique
G3CI04,Q0QBH2
Q90Z98,unique
G5EGI2,unique
E9PB61,unique
A5WVY1,unique
Q10SE7,unique
Q57UR9,unique
D4A1S2,unique
B3KUZ7,A0A8I5ZWI2
B3DIF4,unique
Q8I207,unique
Q57UP5,unique
Q7SXE7,D3XD50
Q6FX16,unique
A0A0J9YJ34,Q01581
Q04114,unique
Q7L4Q3,P11909
Q9XXD2,unique
A0A2R9YJP8,P23769
Q2AB82,unique
Q7K509,unique
Q53F23,unique
F1QE08,unique
B3DGQ4,unique
Q389N8,unique
Q38D23,unique
Q9C8G6,unique
Q8ILF7,Q8ILF7
Q9W6K7,unique
B9WEF9,unique
Q8IMX0,Q8IMX1
D3ZZ81,B8QI33
A0A060WM81,unique
F5GXG6,unique
F1Q6Z5,unique
A0A0B4KF54,unique
Q3ZMH2,Q9BY07
A0A024R997,unique
O53531,unique
F1DAM0,P45448
Q9HTH7,unique
E7EZ18,unique
A0A8I5Y7N7,A0A590UJ40
E7F1A0,unique
Q9VHB5,unique
E1JIG3,unique
X2JEJ4,unique
B3KRD1,unique
A0A024R4W4,unique
Q8I643,unique
A5PL57,unique
X2JGK6,P11832
Q5BG06,unique
E1JGQ3,unique
Q582P3,unique
A3KNT2,unique
Q78AN2,unique
A0A2R8QAW0,unique
E7F766,unique
M9PC50,unique
M0QZ79,unique
Q383N9,unique
Q9VD52,unique
F4IL23,unique
Q14BX6,unique
Q91WF4,unique
H1UUD2,unique
A4VCF7,unique
Q8I3G6,unique
Q9VW53,unique
Q9DFT9,unique
A0A178UNT9,unique
Q6P974,Q5PQN0
Q76M54,F1MAF1
Q8SY32,unique
Q05AI8,Q05AI8
F6RGN5,unique
Q9VBX3,unique
Q8T0V3,unique
Q4W9I4,Q95QV3
A8DYP2,unique
Q9VAF3,unique
O18235,unique
A0A087WW33,unique
Q386B9,unique
A0A1B0GTG2,A0A1B0GW77
Q6FXX4,unique
E7F5L8,unique
Q9VQA6,Q9SWQ6
A0A0R4IB83,A2AWU1
E7EQB3,unique
X6R7H2,unique
Q4VCP5,unique
A6T8V8,unique
A0A1D8PCT7,unique
Q38EA2,unique
A0A8I5ZWP6,E7FH14
A0A0B4K827,A0A0B4K823
A0A0R4IJC9,A0A0R4IHP8
F5H4P3,unique
Q5AME8,unique
Q991B8,P26664
A0A8I5ZRV1,F1M8L9
Q381J1,Q57V81
Q5ZLJ0,Q6FIU2
C8VTT5,C8VTT5
B7UM93,unique
K4MTL7,unique
A8JTM7,unique
Q1PLH4,unique
Q388Y3,unique
Q5EAH9,unique
A8DZ02,unique
Q5R3Y6,unique
F1R1P6,unique
Q961Q8,unique
A0A0G2K095,E9PT65
A0A0G2K1R4,Q8VD48
A2BEN1,Q9VK47
I6Y242,unique
Q961L4,unique
Q8IXW6,X5DNI1
A0A060WFK8,Q9M1D3
Q57WX0,unique
E7EUY5,unique
A0A024R1Q0,unique
A0A0B4P4A9,unique
A3KMN0,unique
A0A024RB17,unique
Q6Q417,P14148
Q8WV90,unique
H9KVD0,unique
Q20770,unique
E0SE56,unique
A0A1Y7VMP7,Q9UHC1
O35531,unique
A8BB68,unique
O25521,unique
O06216,unique
Q92KK9,unique
Q57WZ1,unique
A0A0R4IPP1,unique
M5EF24,unique
A0A024RB53,E7FAQ8
Q59DX2,unique
F8W3M5,unique
F7EWB7,F7EWB7
Q57U23,unique
A0A024R5X1,unique
Q57W40,unique
Q38A87,unique
C8V333,unique
Q8IH89,unique
Q7JQH9,E9QI17
C1C553,Q9VFC7
A0A0R4IZE5,unique
Q72AX1,unique
A0A8I6APF7,A0A8I5ZQM2
Q5ACV4,unique
Q72EV8,unique
B5DFK6,unique
A0A0R4IV87,unique
F1RCA7,unique
S4R338,unique
Q9VLD7,unique
Q38CF5,unique
Q4G099,unique
H3BQF1,unique
E9PPR5,unique
Q22059,unique
Q8IFN1,unique
A9JRY8,P34147
Q8SYD6,unique
Q61594,Q96PP9
Q8WSF2,unique
Q386P1,Q386P1
F1RCS5,unique
Q38DL2,unique
Q586A2,unique
A0A1D8PE87,unique
Q1CXR3,unique
Q5CZT8,unique
Q582K5,F4IHC1
Q8QGA0,unique
E9PES2,unique
A0A2R8QQ09,unique
Q581X7,Q4QBG5
A0A2R8QJH3,Q9WTN6
Q19209,unique
Q9SZE0,unique
P74016,unique
Q8IH49,unique
D2Y3F6,unique
Q9VGZ2,unique
S4R3A5,Q3ZM02
F4JL60,unique
C9J052,unique
Q95RB1,unique
V9GWS8,unique
Q72EB3,unique
Q14440,unique
Q6PG32,unique
Q5A785,unique
Q8I3E7,unique
B7Z0R2,unique
Q8WPH4,B7YZY2
A0A0H2UNW4,unique
Q55BT6,unique
Q936X4,unique
Q9VQK4,unique
Q73VY8,unique
C9JLS9,unique
A0A0B4KFC4,unique
A0A8I5ZM36,A0A0G2K069
Q384W0,unique
A0A060W3E5,unique
Q8DNV9,unique
A0A1D8PQ26,unique
Q804J5,Q804J6
Q9VW79,unique
Q57UC8,unique
F8W6A4,unique
O44897,unique
A4VCF4,Q92093
Q726C9,unique
Q94537,unique
Q9I8D4,Q6RYT0
Q55DL5,unique
Q72WI3,unique
Q60977,unique
Q29RE8,unique
Q7JKP1,unique
B6DRF5,unique
Q91476,unique
A0A1B0GV84,A0A024RDM6
Q2PNP7,Q9VZW3
Q580Q3,unique
B8ZZN6,unique
Q8GM81,unique
Q9FN84,unique
G3V4X6,unique
Q8TA45,unique
Q7KUD8,unique
Q9EQR4,Q9R070
Q9VCC7,unique
A0A1D8PF32,unique
K7EIY6,unique
Q57YE4,O65554
Q8K092,Q12830
A1S3N8,unique
A0A0G2KAL6,unique
A0A0J9YJ80,unique
Q51380,unique
Q9YGS4,unique
A0A1D8PG44,unique
O15968,unique
Q961J2,unique
Q388G0,unique
Q38AV0,unique
Q9PT03,unique
A1YK35,Q9VCH5
X6R7A2,unique
A0A140LG28,unique
E1JIE3,M9ND55
O25606,unique
Q9LW08,unique
Q6FMY5,Q57X22
Q9VHY7,unique
Q9SKM7,unique
A2BIK2,unique
Q91XY6,Q9Y5G9
B3DK36,unique
F1R7V2,P11532
A0A087WU05,unique
Q6FHG5,unique
Q7KN92,unique
A2BIK1,unique
Q9W0I7,unique
Q551S0,unique
H2L0S0,unique
Q5JQP4,unique
Q9VCI7,unique
E9PI87,unique
Q9PUK2,unique
Q9IAR4,unique
Q8IS81,unique
Q86P90,unique
M9PDI0,unique
Q389P3,unique
Q38AT6,unique
Q8IC42,unique
Q8TAS3,unique
A0A0B4K677,unique
A0A067YRV0,unique
Q385J3,unique
C9J4X2,unique
O04083,unique
O44768,unique
O07807,unique
G5E8I3,H3BJ46
G3V7R7,unique
A0A2R8QF98,unique
O46093,unique
A0A1D8PGS7,unique
Q8JHE0,Q99PS2
F1QAL1,unique
Q8HCQ2,unique
Q383T7,P0CG71
Q553S7,unique
G8JY39,unique
F4IQ85,unique
B0V2S8,unique
Q8T032,unique
F1QYL9,unique
Q5A7R0,unique
Q38BS4,unique
Q8SYK6,unique
Q53L62,unique
A0A0G2KB87,unique
Q9VTZ5,unique
E1BIM8,E1BIM8
F1QY17,unique
Q9VCV4,Q811J3
A0A0S2Z4D7,unique
E9QJL6,unique
Q9L3J2,unique
Q5XJE0,O96660
G3V6B5,unique
Q9FHI8,unique
S5U9P9,unique
A0A087WXD2,unique
H0YG54,unique
Q7ZUC8,unique
Q8Y775,unique
B3IYK2,unique
H3BN92,unique
F1QXL1,A1A5S2
I3NI25,unique
P88989,unique
Q84TJ7,Q84TJ7
Q57UV7,unique
A0A2R8QQB2,unique
A1ZAZ6,unique
Q9SS82,unique
Q8CFR8,unique
Q24090,unique
D1GEL4,unique
A0A8I6A6W3,A0A8I6A6W3
O17610,unique
Q583Y2,unique
Q9I7R0,unique
Q8VY85,unique
Q5QNY5,unique
Q38BQ0,unique
A0A1D8PD52,unique
A0A1D8PQQ3,P34114
Q3V2G3,P35030
A0A0A0MSK5,unique
Q6DC27,Q32LU0
Q6NYH8,unique
Q9W2M0,unique
C8V3C2,unique
Q7D5V5,unique
A0A024RB51,unique
Q4V5V6,unique
O25772,unique
A0A090N7W4,Q8I7M8
Q5W434,unique
A0A1B0GTV8,A0A024R2U7
A0A178WKP3,unique
A0A1D5NSM8,unique
F1RER4,A0A024R126
Q9NGR9,unique
A5LHA8,Q9QXP0
H3BS72,unique
Q8MT32,M9NEB2
Q8I2G0,unique
Q9VYH9,unique
A0A8I5Y973,Q99PV2
Q9A3Y5,unique
Q9LP67,unique
Q9XZT5,unique
Q9V3C2,unique
Q389A8,unique
A0A0B4KEX6,unique
A0A1P6BU67,unique
Q583R7,unique
A4VCG2,Q801Y4
A0A2R8Y7F9,unique
Q9VSL5,unique
Q8IFI8,unique
Q8BG29,unique
Q90XG7,P97367
Q86NV5,unique
Q389B1,unique
Q38CJ5,unique
F8WAL6,F8WAL6
D7PS99,unique
Q5EAI9,unique
Q4GYA2,unique
F8W5F8,A0A024RAF1
Q8IIW1,unique
F4JCF9,unique
E9Q1W3,A0A8I5ZRN3
Q8QG80,F6PD98
O17239,unique
E9PI20,unique
Q8XAD5,unique
Q53S24,unique
F4K7C5,F4K7C5
Q98SJ4,A0A0A0MT54
Q383A4,unique
D9ZGF6,unique
A0A140VKG8,unique
M9PEM1,unique
Q9HZ60,unique
A0A8I5ZTN9,unique
Q8C8Z4,Q9Y5G9
Q960V1,unique
H3BQQ4,unique
G3V6G7,unique
Q8MRG2,unique
Q3TAN6,unique
Q57YP7,unique
E7F2Q4,Q6S3I0
Q9VQI8,unique
Q9U9A9,unique
H2KZH5,unique
Q5A9X7,unique
Q6FHQ0,A0A8I6AQI0
O04355,unique
Q9VPB6,unique
Q95U23,unique
Q9FM53,unique
Q8LCR1,unique
Q580R2,unique
E9QIN5,Q5VI44
Q8MSS9,unique
A0A2R8Q6C3,E9QJC3
Q9VM02,unique
Q6FGX2,A0A060VX54
F1QAM8,Q05AI8
Q9W554,unique
Q9XY09,unique
A0A0B4JD82,A0A0B4KG35
Q38ET5,unique
Q8WN72,F1QEX9
Q3BW18,unique
Q6FSU9,unique
H8PHH9,Q49S73
Q6ICT4,unique
Q96VT3,unique
A0A8I6AHI1,unique
F4I5Z7,unique
Q6MG89,unique
Q83XN4,unique
M9PEI6,unique
F5GWD3,unique
Q55FX5,unique
Q57Y11,unique
Q58EM1,unique
F1QLV5,unique
A0A2R8Q025,P58196
A0A0G2JW47,unique
A0A060XV16,A0A2R8QHL5
Q9XUW5,A0A5H1ZRQ2
C9J2G0,unique
Q645J1,unique
Q57XV2,unique
Q9VGA1,unique
A0A0G2JV56,unique
A0A2R8QL35,P81718
A0A0G2K7R3,unique
Q9W4Z0,unique
Q9VTN6,unique
A0A0R4IGV0,unique
K7DYE0,unique
E9QCH0,unique
O18394,unique
G5EFG0,unique
Q9V483,unique
E9QFU1,unique
O22691,unique
A0A178UTG1,unique
A0A0B4J2J0,unique
H2L0S2,unique
Q585U7,unique
A0A0G2K5L6,A1Z784
Q4KMF5,unique
E1JHR0,unique
Q9W5U8,unique
J3KN38,J3KN38
Q9SKI3,unique
Q6DBI9,unique
A0A1D8PIB5,unique
Q9C7N7,unique
U5GXS2,unique
E7EC82,unique
O81413,Q9SPB1
Q7SZP0,unique
Q4GZ81,unique
A0A8I6AEX7,unique
G5EBY6,unique
A8K4C8,P41127
M0R035,unique
Q38BK4,unique
Q9VGZ6,unique
I3L5D4,Q63932
A8JUV4,unique
H0WF45,O15409
Q583V8,unique
A0A0R4IFT2,Q3Y6S4
F1R072,unique
Q7KY04,Q86BK8
Q87WF2,unique
A0A2R8QTP7,unique
Q70HU2,unique
M9PFD8,Q7KT97
Q583P9,unique
Q9VA44,unique
Q57U33,unique
A0A1W2PNW2,unique
Q6IVB6,P07101
F5GXW5,unique
C9K011,unique
Q57UQ6,unique
F1RAV1,A0A158VFD5
Q3MI94,unique
Q1CWA4,unique
D3KVM2,unique
A2BHD8,A2BHD8
F1QMU5,unique
E9QIP6,unique
A0A2R8RTF4,R4GJE6
F4I1E4,unique
F6SDX0,E5RHQ5
Q4GYA7,unique
A0A0B4KF73,A0A0B4KEV7
O53238,unique
Q5TAL2,unique
Q9HTH9,unique
B3KT61,unique
Q8T9K5,unique
Q1LUH8,S6BAK9
G8JY36,G8JY36
G3XCU3,unique
H7BRM7,Q12791
Q3UGX8,F1M8L9
Q93ZM6,unique
I3L233,unique
A0A2R8QPV7,A0A2R8QPV7
A0A1D8PPA8,unique
Q93IG6,unique
Q581V8,unique
Q7SZP7,unique
A0A5F9ZH38,M9MRS5
Q8IQB8,unique
Q9C7S3,unique
W5AB81,unique
Q4WPY1,unique
A0A2R8Y594,unique
Q8SY24,unique
C5NU62,unique
A0A024QZT4,Q60854
Q9W1E8,A0A0A6YYH1
Q24349,Q9LXC0
A0A060YJC3,P13607
Q24477,unique
Q72B18,unique
Q95YE6,unique
Q95T75,unique
A0A0B4K823,A0A0B4K823
E7ET89,unique
H0YLZ1,unique
F8VQW8,A0A024R0W3
Q9NH88,unique
K7EK60,unique
Q8IMV6,unique
A0A1D8PNS6,unique
F4IHU8,unique
H0YKD5,unique
Q49U25,Q62982
Q9W2R3,unique
Q9I524,unique
Q98TU4,P30083
A8K287,unique
A0A2R8Q2T6,Q91WD2
G5EEG8,unique
Q8SZA4,unique
Q86ME6,unique
Q57ZK7,unique
B2GRU4,unique
Q64367,unique
Q9FRY7,unique
Q9GPL5,unique
R4GE21,unique
F1QW97,unique
E1JH26,unique
B7YZU4,unique
Q8XMY5,unique
G1SU30,unique
Q8MRQ6,unique
Q9GZT1,unique
C3U3A0,unique
H9KVC3,unique
Q6NY92,P30628
Q581A4,unique
C8V9T1,unique
G3V817,unique
Q38BQ1,unique
B3DK58,F1NW54
Q57UH2,unique
Q8IKK7,Q64467
F1LN63,unique
C9J081,A0A0D9SF53
G5EDY3,unique
Q7X9H1,unique
F7CHJ2,unique
D4ABK1,unique
A0A0B4LFU9,unique
E7ESH4,Q09864
E9QD14,unique
H0YKT6,Q59E93
Q8IDX8,unique
G5EFQ4,unique
Q7T0N9,unique
A0A8I5ZQD6,M1XYM1
A0A0R4IAH1,unique
Q5AHH6,unique
A2BG35,unique
A8MUH2,unique
A0A287BK35,unique
O80846,unique
A0A0H3CCF8,unique
Q9P1W6,unique
E9ADC3,unique
A5WUL6,unique
Q7JYW9,P17710
A0A286YBL8,unique
F5H7S1,unique
A0A0C5A9Q6,unique
F8J349,unique
A0A0B4KHL4,A0A0B4KHL4
B4DFZ1,D3ZRF9
A9UGK1,unique
A0A0B5JW41,unique
A4UUI4,unique
Q54DP5,unique
H3BPD7,unique
F1QIC9,unique
B2M0R5,unique
Q2PUH1,Q95ZQ4
B0S5Y2,Q9N536
Q0EEE4,unique
Q80ZE7,unique
Q939U4,unique
Q57XZ5,unique
F8W3E6,unique
Q28264,unique
Q30JB6,unique
A0A024RBA3,unique
A0A140VK66,unique
Q9I1N1,unique
E7FEB1,G8Z411
Q9V455,Q9Z0N9
Q5MY54,unique
D3DWI6,unique
G8JY02,unique
Q0GMA8,A0A2R8YD71
B1AK45,unique
Q9ZGA0,unique
Q9LFQ1,unique
M9ND56,unique
A0A8I6GMN6,A0A2R8QDG3
F8W382,unique
O53611,unique
A9JSW2,unique
Q8IEX0,unique
A6QP89,A0A1L1QZU5
M9PD53,unique
A0A2R8QF77,unique
F4HUT3,unique
Q8GXF7,unique
A0A8I6A5Q6,unique
Q38DN2,unique
Q9QY87,A0A8I6AFY4
F1QXB3,unique
Q2T728,unique
A3KNH4,A4U7F9
Q8RVP3,Q9SMU8
A0A1D8PKC9,unique
F4YAW0,unique
Q8AUT3,unique
Q93892,unique
Q0PKX7,unique
A0A2R8PVH8,A2BG80
A0A024RCS3,unique
H0YII8,unique
Q7YU14,unique
Q8VYM7,unique
Q9V9T9,unique
F1QZ18,unique
A2RRC9,A2CE93
A0A8I5ZS69,D9PTP5
A0A0A6YYC0,unique
Q792Z1,P35030
B4DE54,unique
M9PFF1,unique
F5GUC9,unique
A0A1D5RLH2,O35788
Q9HTF4,unique
F5H018,J3KQE5
Q6MGB8,P14432
Q9DFH2,O18896
Q38EQ1,unique
Q9W0F7,unique
A0A286Y8Z3,unique
Q8UUZ6,unique
P90532,P25694
F1RCA6,unique
B5AK96,Q91Y11
E9PDI4,unique
Q94207,unique
C9J370,unique
Q54NE5,unique
Q561V0,E7FC59
A0A0R4IB00,unique
Q38FG8,unique
Q06976,unique
Q5T092,Q6PE45
A1ZA98,unique
Q7ZVW4,A0A2R8Q5P5
B5X3H8,A0A287ABG2
Q95RV3,unique
F1R1E6,unique
E7EXA6,unique
A0A2R8Q858,A0A024RDM6
Q57WG8,unique
F4JKP9,unique
Q4TZQ4,unique
A0A1D5P1B0,A0A8I6AEZ5
A1A4E9,Q6IFV1
A0A087WV75,P13595
G8B6C6,unique
Q5BD33,unique
Q3U466,unique
Q9VUU3,unique
O96679,unique
O25270,unique
F1RAR9,Q8VEB1
A0A3B3IS57,A0A3B3IT92
Q57UU8,unique
Q8IKQ5,unique
A0A088AWM4,unique
X5CKE2,X5CKE2
Q4QQK2,unique
X1WH37,unique
O05316,unique
E9PB18,unique
V9HWG7,unique
A5YTR9,unique
B0R171,A0A2R8RUW2
Q03RR4,unique
Q9VHF6,unique
Q9VXW2,unique
O76189,Q7ZVP2
Q38AI0,unique
A0A286YA65,A1Z8U0
Q7KXY9,unique
A0A0H2UPM2,unique
F4KEI6,unique
F1Q7U0,unique
A8WGL4,P14148
P72041,unique
Q8QHJ3,Q9UI36
Q7ZYW0,Q6FW29
E9PL17,unique
F1R4M5,unique
Q38A68,unique
F4IJX5,unique
F1NBD7,unique
Q4W8B6,unique
X6R7Q1,unique
Q38FR0,unique
Q8SUS7,unique
Q86AS3,unique
Q9VJ59,unique
Q9FXA0,unique
Q8HCM2,unique
Q9XTS3,unique
Q9GYG1,unique
A0A8I6AS94,unique
Q9BPN3,unique
A0A2R8YCH5,A0A2R8Y5A3
Q9VQ54,unique
Q9VND0,unique
A0A1D8PSQ3,unique
A0A2R8QCF3,A0A024RDM6
Q5I0A2,unique
J3KSY2,Q3B8N2
H9G2R8,unique
A0A8I6AJS7,G5DC08
F1LM60,unique
A0A0B4KHB5,unique
D6W4V7,unique
G3V608,unique
C9JI44,A0A024R472
Q32PN8,unique
W4VSQ9,unique
C9JC03,G5ECC3
B4DVN3,unique
F8VXV5,unique
B0S6M0,A0A8I6A3A4
E9QJC3,E9QJC3
H2A0A0,A5JSW4
B7ZNF7,unique
Q8IM28,unique
D3XD58,D3XD50
D3XD49,D3XD50
A0A8I5ZT68,A0A8I6AA94
C8V523,C8V523
A8JRC4,unique
A0A1B0GWB8,A0A8I6AFY4
A0A0B4K7W6,unique
A0A8I5ZLI7,unique
X1WCE7,unique
A0A0N4SU68,A0A0N4STT5
C9J634,C8VRK6
Q922T7,unique
Q7KV34,unique
Q9HTQ3,unique
E9PFG7,E9PCR7
A8CYR1,A8CYQ7
Q3T7B1,unique
D6R9I7,Q6FLA8
A0SNQ7,unique
E7EYE4,unique
Q7KUM2,unique
B7ZP38,unique
Q60626,unique
G5EER5,unique
Q7KVA7,unique
Q7ZVG7,unique
B0CLV3,unique
O88244,unique
A6NMU3,unique
O61373,unique
B5Z6S0,unique
Q0E8N2,Q0E8N2
Q86P34,unique
Q8N4D4,unique
Q6ZA99,unique
Q5TLZ2,unique
B1PBW1,A0A0B4J269
A0A024R9T6,unique
A0A0B4K775,unique
Q57US0,unique
F4J8P7,unique
A0A0B4K866,unique
C9JIG9,unique
Q54WD4,unique
Q582Y4,unique
Q8IEL5,unique
Q9VQ13,unique
A0A8I5ZXN2,Q9VMT1
K4KDS6,unique
A0A8I5ZU31,unique
A0A2R8QIY6,unique
O96173,unique
Q583R6,unique
O53793,unique
Q581U8,unique
Q3UGC3,E7EX44
Q8AY67,P97798
Q9F4H2,unique
C1KKL7,unique
A0A2R8RLC3,unique
A0A8I5ZMV7,A0A8I5ZMV7
Q86PB0,unique
D3ZP96,Q5A034
F6SWN3,unique
Q2UIR4,unique
F4I2H4,unique
B8ZZ38,unique
Q586X1,unique
A0A024R974,unique
F1LPL5,unique
A0A024R7W9,P91001
I6L9D0,unique
A0A1D8PR98,unique
M9MRT9,unique
E9Q0B6,unique
J3QS22,unique
A0A0R4IBP9,unique
Q4Q2T7,unique
O62854,A0A0N4STT5
B0S5Q1,unique
Q6DHF5,unique
Q9I2Q7,unique
Q8I2D6,unique
A7MNC6,unique
G5EFF2,unique
E9ADE1,unique
Q4GYG2,unique
Q5B823,unique
Q38AZ0,unique
C8V1T9,unique
Q59P43,J3KQE5
Q389H9,unique
Q55FC8,unique
V9HW69,P06396
Q95U25,unique
A0A6M3Q835,unique
G5EE59,unique
Q9Y649,unique
A0A8I5Y5Q6,A0A8I6AHK0
H2FLL9,unique
Q8IL19,unique
Q7SXR7,Q13330
J3KTH2,unique
Q8I5T4,unique
X5D2Q4,unique
E7FCG1,unique
I3ISL8,unique
D6RBZ0,A0A024RDB5
Q91XP6,A4VAR9
G5EDX3,unique
Q91XY7,Q9Y5G9
Q5XEN4,unique
B0RSR5,Q811J3
Q9HVG7,unique
Q15228,Q00889
H3BNT7,A0A2R8Q5H4
Q5TKT1,unique
B1AKZ5,unique
F1QUA2,unique
F1D8N4,E5KQF6
A8DR44,unique
F1QMF9,A2Q831
A0A8I5ZLV4,A0A8I5ZLV4
F4JIK9,unique
Q3U0K0,unique
Q84WW4,unique
A9XU48,A9XU48
H3BP04,unique
B6VQ62,unique
Q6MG45,unique
Q8UW33,Q9Z0V1
Q7KTN9,unique
Q5B6W8,unique
A0A0G2JVF0,unique
Q5ZMJ6,P40941
D3DMW4,unique
C9JXK0,Q3U9G9
Q9PTF3,Q32Q12
Q86PA5,unique
A0A0R4IR03,unique
O19440,P14432
F4I4A6,unique
F8W4G4,unique
O49194,C0Z241
E9QDX9,unique
A0A0G2KB67,unique
Q8I3I3,unique
A0A669KB82,A0A0S2Z3I9
A0A1D5PC94,unique
F1MAL7,unique
A0A060VXQ0,unique
Q8MZD6,unique
Q586T5,unique
B1H3P7,O95500
A0A2R8QGN6,P81270
Q38C77,unique
A0A1D8PRQ3,unique
Q7KSH7,unique
F1QGL1,unique
F1R704,unique
A0A8I5ZV49,F1QL44
A0A8I5ZYY9,unique
Q9XXI8,unique
Q2TY91,unique
Q5T5C7,unique
Q388F9,unique
H0YN38,A0A0A6YYH1
A0A0A0MTL5,unique
A4VSN6,A0A140NCK4
A5WV02,A0A286YBE9
Q5U1Z5,A0A8I6AEH7
Q4G5U2,A0A0R4IL48
Q18797,unique
F1R4H2,A0A0G2JYM0
Q56A44,F1R3G4
Q382D9,unique
Q386G8,unique
A0A090N8E9,Q08BS4
B4ZJA4,unique
A1YK54,A1YK56
Q976W8,unique
G0LWV4,unique
Q8IM84,unique
A0A087WX20,Q9JK91
Q5BCH3,Q9VA12
Q98SR1,O95500
Q6FN27,unique
Q6PC72,unique
F4I4N4,unique
Q90446,Q9VVX3
D2CFK7,A2BEV6
Q57WY8,unique
Q9VL49,unique
H3BNR2,unique
A1L1Z8,A0A060WYW4
D6QUQ3,unique
Q5PR92,unique
F8VZ44,unique
A0A0S2Z526,unique
F8W5A2,unique
E5RJ31,unique
Q08JS2,A2AQ92
Q53YP1,P14432
Q9I7T2,A8JNK1
Q8I275,unique
F2X9C1,Q95ZQ4
Q9VKN8,unique
Q38ES0,unique
Q91Y82,Q9D140
Q3KNR6,unique
A0A2R8QUD1,unique
Q9VZA8,unique
Q22804,unique
E9PKX1,unique
Q90YK6,unique
A1L2F7,unique
Q9LKL4,unique
Q87066,unique
G5EFS2,unique
C1K3N5,unique
M9PER6,M9PF57
Q386P6,unique
Q5AZP9,unique
A0A3B3ISV4,unique
Q9SJ68,unique
F1QPJ2,unique
Q9FXH3,unique
A0A024RDJ0,unique
A7RWP1,unique
A0A8I6AUM8,unique
Q389D4,unique
Q6FWH2,unique
A0A0J9YVE6,A0A571BF69
Q5U2W0,A0A8I6A5F2
F1RBP4,unique
G8BJN1,unique
Q5QPI9,unique
E9QGB6,unique
A0A286YCZ1,unique
A0A0S2Z515,unique
C6KT76,unique
Q389C8,unique
Q9LIC9,unique
R9W7C9,unique
G3V8M6,unique
F1M0L3,unique
Q7T2P2,Q3T0K2
H3BMQ0,Q61037
Q7D9D7,unique
F4I7K3,unique
Q8MTA4,unique
E9PIJ6,unique
O57419,C0M005
Q382K8,unique
Q9W4K1,unique
A8DYS0,unique
Q5XF35,unique
B4DLE4,unique
A0A0R4IQK4,unique
Q581U7,unique
Q5ARV3,unique
O06392,unique
Q6P003,Q9GPM4
H9G2R9,unique
Q7T155,unique
Q8BNF7,unique
Q7T026,F1R9W4
Q381U4,unique
A0A0R4IMA3,A0A8I6GEX8
E7EMT0,unique
Q381Q0,unique
Q59VY9,unique
W5P082,W5P082
F6PEI8,unique
A2AG22,unique
B3CRR2,unique
E9QIX7,unique
Q3YMT4,unique
Q6NQN8,unique
A0A0G2JT82,unique
A8JUN6,unique
Q38C94,unique
A0A060XT52,A0A060WB67
Q7KKI2,Q8SZT1
Q385W2,unique
F4JN30,unique
Q9W268,unique
Q8LDI1,unique
Q6FY51,unique
A0A024R3T8,unique
Q6FUJ4,unique
Q8AXU2,A0A0R4IQG7
E1JHV3,Q9W0S2
Q38AJ2,unique
Q24402,unique
Q581D5,unique
Q9VWP1,unique
H0YF72,unique
Q9W1Y3,unique
F1N4I3,P19020
Q57YW6,unique
Q4WYF9,unique
A0A024B5K5,P0DPE2
G8XQW2,Q581Y2
A0A494C0X0,unique
Q9VZV2,unique
Q9VX51,unique
Q2F6M9,unique
Q9XEE4,unique
M9PGW1,unique
Q56VY0,unique
P79736,A0A0R4IEW8
Q9FIY6,unique
Q581D4,unique
E7EVG6,unique
H0YDB2,unique
Q98TS9,unique
D9YZV7,A0A0S2Z4G4
Q68RJ3,A0A590UJ40
Q9FM30,unique
Q9ZW00,unique
Q21303,unique
G5EBK8,G5EBK8
Q7JAI6,O21042
F1MAD3,unique
Q8IJD0,unique
D3ZUV3,unique
R4GEP7,unique
Q3ZTS7,unique
H7C4T7,unique
A0A0R4IY97,A9JT56
C9JZI1,Q99J62
A1Z8K9,unique
A4GWV1,unique
E5LBV4,unique
A0A0G2K6K8,A0A1W2Q6L2
Q9DDD9,A4FUK8
A2BI42,unique
Q4KCD0,unique
Q9C586,unique
P74162,unique
Q6S9E2,B3EWR8
Q581C1,unique
A0A0R4IX70,E1BSJ7
A0A8I6AJP7,unique
Q8TFN8,unique
F1QSE5,unique
Q9VGM2,unique
G5EB15,unique
B0S4P3,unique
A0A0B4KFC0,unique
Q584X2,unique
A0A0R4IWP4,Q9JMC1
G9JKB4,Q03351
A0A1W2PPA2,Q60603
Q6PE92,unique
